,index,age,gender,education,job,experience,salary,country,race
3915,3915,39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0,UK,White
3916,3916,30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,China,Korean
3917,3917,47.0,Male,PhD,Data Scientist,19.0,190000.0,Australia,White
3918,3918,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Australia,Australian
3919,3919,40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0,China,White
3920,3920,33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,UK,Welsh
3921,3921,29.0,Female,High School,Junior Sales Associate,1.0,25000.0,Australia,Australian
3922,3922,44.0,Male,PhD,Data Scientist,15.0,150000.0,Canada,White
3923,3923,,Male,Bachelor's Degree,Software Developer,3.0,60000.0,China,Chinese
3924,3924,36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0,China,Chinese
3925,3925,31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,USA,Asian
3926,3926,27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,USA,Hispanic
3927,3927,42.0,Male,PhD,Data Scientist,14.0,140000.0,Canada,White
3928,3928,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Australia,White
3929,3929,26.0,Male,High School,Junior Sales Associate,2.0,30000.0,USA,White
3930,3930,39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0,China,Korean
3931,3931,30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,China,White
3932,3932,47.0,Male,PhD,Data Scientist,19.0,190000.0,Australia,Australian
3933,3933,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Australia,Asian
3934,3934,40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0,China,Chinese
3935,3935,33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,Canada,Asian
3936,3936,29.0,Female,High School,Junior Sales Associate,1.0,25000.0,Canada,Asian
3937,3937,44.0,Male,PhD,Data Scientist,15.0,150000.0,China,White
3938,3938,28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,USA,Hispanic
3939,3939,36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0,UK,Asian
3940,3940,31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,China,Korean
3941,3941,,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,Canada,Black
3942,3942,42.0,Male,PhD,Data Scientist,14.0,140000.0,Canada,Black
3943,3943,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,USA,Asian
3944,3944,26.0,Male,High School,Junior Sales Associate,2.0,30000.0,Australia,Australian
3945,3945,39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0,USA,Hispanic
3946,3946,30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,UK,Asian
3947,3947,47.0,Male,PhD,Data Scientist,19.0,190000.0,Canada,Asian
3948,3948,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,USA,Hispanic
3949,3949,40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0,UK,White
3950,3950,33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,Canada,Asian
3951,3951,29.0,Female,High School,Junior Sales Associate,1.0,25000.0,UK,White
3952,3952,44.0,Male,PhD,Data Scientist,15.0,150000.0,USA,African American
3953,3953,28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,China,White
3954,3954,36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0,USA,White
3955,3955,31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Australia,Asian
3956,3956,27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,Australia,Australian
3957,3957,42.0,Male,PhD,Data Scientist,14.0,140000.0,USA,White
3958,3958,,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Canada,Black
3959,3959,26.0,Male,High School,Junior Sales Associate,2.0,30000.0,Australia,Australian
3960,3960,39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0,USA,White
3961,3961,30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,UK,Mixed
3962,3962,47.0,Male,PhD,Data Scientist,19.0,190000.0,Canada,Asian
3963,3963,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Canada,Asian
3964,3964,40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0,China,Korean
3965,3965,33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,USA,White
3966,3966,29.0,Female,High School,Junior Sales Associate,1.0,25000.0,Australia,Australian
3967,3967,,Male,PhD,Data Scientist,15.0,150000.0,USA,Hispanic
3968,3968,28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Australia,White
3969,3969,,Female,Master's Degree,Marketing Coordinator,9.0,100000.0,Canada,Asian
3970,3970,,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Australia,Australian
3971,3971,27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,USA,White
3972,3972,42.0,Male,PhD,Data Scientist,14.0,140000.0,Canada,Black
3973,3973,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,UK,Asian
3974,3974,,Male,High School,Junior Sales Associate,2.0,30000.0,USA,African American
3975,3975,39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0,China,Chinese
3976,3976,30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,China,Chinese
3977,3977,47.0,Male,PhD,Data Scientist,19.0,190000.0,UK,White
3978,3978,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,UK,Asian
3979,3979,40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0,USA,White
3980,3980,33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,UK,Welsh
3981,3981,29.0,Female,High School,Junior Sales Associate,1.0,25000.0,USA,White
3982,3982,44.0,Male,PhD,Data Scientist,15.0,150000.0,Australia,Australian
3983,3983,28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,China,Chinese
3984,3984,36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0,USA,Asian
3985,3985,31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,China,Chinese
3986,3986,27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,Australia,Australian
3987,3987,42.0,Male,PhD,Data Scientist,14.0,140000.0,Australia,White
3988,3988,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,China,Korean
3989,3989,26.0,Male,High School,Junior Sales Associate,2.0,30000.0,UK,Welsh
3990,3990,39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0,China,White
3991,3991,,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,China,White
3992,3992,47.0,Male,PhD,Data Scientist,19.0,190000.0,Australia,White
3993,3993,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Australia,White
3994,3994,40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0,UK,Asian
3995,3995,,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,USA,Asian
3996,3996,29.0,Female,High School,Junior Sales Associate,1.0,25000.0,USA,African American
3997,3997,44.0,Male,PhD,Data Scientist,15.0,150000.0,Australia,White
3998,3998,28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,UK,Mixed
3999,3999,36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0,China,Chinese
4000,4000,,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,USA,White
4001,4001,27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,Australia,Asian
4002,4002,42.0,Male,PhD,Data Scientist,14.0,140000.0,USA,African American
4003,4003,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,China,Chinese
4004,4004,26.0,Male,High School,Junior Sales Associate,2.0,30000.0,Canada,White
4005,4005,39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0,USA,African American
4006,4006,30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,USA,Asian
4007,4007,47.0,Male,PhD,Data Scientist,19.0,190000.0,Australia,White
4008,4008,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Canada,White
4009,4009,40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0,China,White
4010,4010,33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,Australia,Asian
4011,4011,29.0,Female,High School,Junior Sales Associate,1.0,25000.0,USA,White
4012,4012,44.0,Male,PhD,Data Scientist,15.0,150000.0,USA,African American
4013,4013,28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,China,Korean
4014,4014,31.0,Male,Bachelor's Degree,Software Engineer,5.0,80000.0,UK,Mixed
4015,4015,27.0,Female,Master's Degree,Marketing Manager,3.0,60000.0,UK,White
4016,4016,38.0,Male,PhD,Data Scientist,12.0,130000.0,China,Korean
4017,4017,29.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,45000.0,China,Chinese
4018,4018,23.0,Male,High School,Junior Sales Associate,1.0,25000.0,USA,Asian
4019,4019,32.0,Female,Master's Degree,Software Developer,7.0,90000.0,USA,African American
4020,4020,44.0,Male,Bachelor's Degree,Operations Manager,18.0,170000.0,USA,Hispanic
4021,4021,26.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,40000.0,Canada,Asian
4022,4022,,Male,PhD,Data Scientist,15.0,150000.0,UK,Mixed
4023,4023,33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,Australia,Australian
4024,4024,24.0,Male,High School,Junior Sales Associate,1.0,25000.0,USA,Hispanic
4025,4025,35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Canada,Asian
4026,4026,29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,Australia,Australian
4027,4027,49.0,Male,PhD,Data Scientist,22.0,220000.0,UK,White
4028,4028,26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,USA,African American
4029,4029,41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,China,Chinese
4030,4030,36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,UK,Asian
4031,4031,28.0,Female,High School,Junior Sales Associate,1.0,25000.0,China,White
4032,4032,43.0,Male,PhD,Data Scientist,16.0,160000.0,USA,White
4033,4033,,Male,Bachelor's Degree,Software Developer,5.0,80000.0,UK,White
4034,4034,39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,Canada,Black
4035,4035,32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,UK,Asian
4036,4036,28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,USA,Asian
4037,4037,40.0,Male,PhD,Data Scientist,15.0,150000.0,UK,Welsh
4038,4038,33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,USA,Hispanic
4039,4039,24.0,Male,High School,Junior Sales Associate,1.0,25000.0,UK,Asian
4040,4040,35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Australia,White
4041,4041,,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,UK,Mixed
4042,4042,49.0,Male,PhD,Data Scientist,22.0,220000.0,UK,Mixed
4043,4043,26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,USA,Asian
4044,4044,41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,Australia,White
4045,4045,36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,China,Korean
4046,4046,,Female,High School,Junior Sales Associate,1.0,25000.0,China,Chinese
4047,4047,43.0,Male,PhD,Data Scientist,16.0,160000.0,UK,Welsh
4048,4048,29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,China,Chinese
4049,4049,39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,China,Korean
4050,4050,32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,Australia,Australian
4051,4051,28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,USA,Hispanic
4052,4052,40.0,Male,PhD,Data Scientist,15.0,150000.0,USA,Asian
4053,4053,,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,Canada,Asian
4054,4054,24.0,Male,High School,Junior Sales Associate,1.0,25000.0,Australia,Australian
4055,4055,35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Australia,Asian
4056,4056,29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,Canada,Asian
4057,4057,49.0,Male,PhD,Data Scientist,22.0,220000.0,China,White
4058,4058,26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,China,Chinese
4059,4059,41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,USA,African American
4060,4060,36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,USA,African American
4061,4061,28.0,Female,High School,Junior Sales Associate,1.0,25000.0,Australia,Asian
4062,4062,43.0,Male,PhD,Data Scientist,16.0,160000.0,Australia,Australian
4063,4063,29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,China,White
4064,4064,39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,USA,Hispanic
4065,4065,32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,USA,African American
4066,4066,28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,Australia,Australian
4067,4067,40.0,Male,PhD,Data Scientist,15.0,150000.0,Australia,Australian
4068,4068,,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,UK,White
4069,4069,24.0,Male,High School,Junior Sales Associate,1.0,25000.0,Canada,Asian
4070,4070,35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,UK,Welsh
4071,4071,29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,China,Chinese
4072,4072,49.0,Male,PhD,Data Scientist,22.0,220000.0,Australia,Asian
4073,4073,26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,Australia,Asian
4074,4074,41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,UK,Asian
4075,4075,36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,Australia,Asian
4076,4076,28.0,Female,High School,Junior Sales Associate,1.0,25000.0,UK,White
4077,4077,43.0,Male,PhD,Data Scientist,16.0,160000.0,UK,Mixed
4078,4078,29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,Australia,Australian
4079,4079,39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,China,Chinese
4080,4080,32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,USA,White
4081,4081,28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,USA,White
4082,4082,40.0,Male,PhD,Data Scientist,15.0,150000.0,Canada,Asian
4083,4083,33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,China,Chinese
4084,4084,24.0,Male,High School,Junior Sales Associate,1.0,25000.0,Canada,Black
4085,4085,35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,USA,White
4086,4086,29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,China,White
4087,4087,49.0,Male,PhD,Data Scientist,22.0,220000.0,Canada,White
4088,4088,26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,China,White
4089,4089,41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,USA,Hispanic
4090,4090,36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,USA,Hispanic
4091,4091,28.0,Female,High School,Junior Sales Associate,1.0,25000.0,USA,African American
4092,4092,43.0,Male,PhD,Data Scientist,16.0,160000.0,Canada,Black
4093,4093,29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,Australia,Australian
4094,4094,39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,China,Chinese
4095,4095,32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,China,White
4096,4096,28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,China,Korean
4097,4097,40.0,Male,PhD,Data Scientist,15.0,150000.0,USA,African American
4098,4098,33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,Canada,White
4099,4099,24.0,Male,High School,Junior Sales Associate,1.0,25000.0,USA,Asian
4100,4100,35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,USA,Hispanic
4101,4101,29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,USA,Asian
4102,4102,49.0,Male,PhD,Data Scientist,22.0,220000.0,USA,Hispanic
4103,4103,26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,Canada,Asian
4104,4104,41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,USA,White
4105,4105,36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,UK,Mixed
4106,4106,28.0,Female,High School,Junior Sales Associate,1.0,25000.0,Canada,Asian
4107,4107,43.0,Male,PhD,Data Scientist,16.0,160000.0,China,White
4108,4108,29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,Australia,Asian
4109,4109,39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,China,Korean
4110,4110,32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,China,White
4111,4111,28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,Australia,White
4112,4112,40.0,Male,PhD,Data Scientist,15.0,150000.0,USA,Hispanic
4113,4113,33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,UK,Asian
4114,4114,24.0,Male,High School,Junior Sales Associate,1.0,25000.0,Canada,White
4115,4115,35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,USA,African American
4116,4116,29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,Australia,Asian
4117,4117,49.0,Male,PhD,Data Scientist,22.0,220000.0,Australia,Asian
4118,4118,26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,Australia,Australian
4119,4119,41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,UK,Mixed
4120,4120,36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,China,Korean
4121,4121,28.0,Female,High School,Junior Sales Associate,1.0,25000.0,Canada,Black
4122,4122,43.0,Male,PhD,Data Scientist,16.0,160000.0,China,Korean
4123,4123,29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,China,White
4124,4124,39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,Canada,Asian
4125,4125,32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,China,White
4126,4126,28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,USA,White
4127,4127,40.0,Male,PhD,Data Scientist,15.0,150000.0,Canada,Asian
4128,4128,33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,China,Korean
4129,4129,24.0,Male,High School,Junior Sales Associate,1.0,25000.0,Australia,White
4130,4130,,Female,Master's Degree,Marketing Manager,10.0,110000.0,Australia,Asian
4131,4131,29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,Canada,Black
4132,4132,49.0,Male,PhD,Data Scientist,22.0,220000.0,China,White
4133,4133,26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,Australia,White
4134,4134,41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,UK,Welsh
4135,4135,,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,UK,Welsh
4136,4136,28.0,Female,High School,Junior Sales Associate,1.0,25000.0,Canada,White
4137,4137,,Male,PhD,Data Scientist,16.0,160000.0,Australia,Asian
4138,4138,29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,USA,Hispanic
4139,4139,34.0,Male,Bachelor's Degree,Software Engineer,6.0,85000.0,Canada,White
4140,4140,31.0,Female,Master's Degree,Marketing Manager,4.0,62000.0,China,Korean
4141,4141,41.0,Male,PhD,Data Scientist,13.0,138000.0,China,Korean
4142,4142,,Female,Bachelor's Degree,Human Resources Coordinator,2.0,47000.0,China,Korean
4143,4143,25.0,Male,High School,Junior Sales Associate,1.0,26000.0,Australia,Australian
4144,4144,,Female,Master's Degree,Software Developer,8.0,95000.0,UK,Asian
4145,4145,45.0,Male,Bachelor's Degree,Operations Manager,19.0,174000.0,Canada,Asian
4146,4146,28.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,41000.0,China,Chinese
4147,4147,42.0,Male,PhD,Data Scientist,16.0,162000.0,Australia,White
4148,4148,34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,Canada,Black
4149,4149,23.0,Male,High School,Junior Sales Associate,1.0,26000.0,Canada,White
4150,4150,36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,UK,White
4151,4151,30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,Australia,Australian
4152,4152,50.0,Male,PhD,Data Scientist,23.0,225000.0,UK,Asian
4153,4153,27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,UK,Asian
4154,4154,43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,USA,White
4155,4155,37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,Australia,Asian
4156,4156,29.0,Female,High School,Junior Sales Associate,1.0,26000.0,Canada,Asian
4157,4157,44.0,Male,PhD,Data Scientist,17.0,168000.0,USA,Asian
4158,4158,30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,USA,Asian
4159,4159,,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,Australia,Australian
4160,4160,33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,Australia,Australian
4161,4161,29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,Australia,Asian
4162,4162,43.0,Male,PhD,Data Scientist,16.0,162000.0,China,Chinese
4163,4163,34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,UK,Welsh
4164,4164,23.0,Male,High School,Junior Sales Associate,1.0,26000.0,Australia,Asian
4165,4165,36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,USA,Asian
4166,4166,30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,USA,African American
4167,4167,50.0,Male,PhD,Data Scientist,23.0,225000.0,USA,Hispanic
4168,4168,27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,USA,Asian
4169,4169,,Female,Master's Degree,Human Resources Manager,14.0,146000.0,Australia,Australian
4170,4170,37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,UK,Asian
4171,4171,29.0,Female,High School,Junior Sales Associate,1.0,26000.0,Australia,White
4172,4172,44.0,Male,PhD,Data Scientist,17.0,168000.0,Canada,Black
4173,4173,30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,USA,African American
4174,4174,40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,Australia,Asian
4175,4175,,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,USA,Hispanic
4176,4176,29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,Canada,Black
4177,4177,43.0,Male,PhD,Data Scientist,16.0,162000.0,Canada,Black
4178,4178,34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,UK,Mixed
4179,4179,23.0,Male,High School,Junior Sales Associate,1.0,26000.0,Canada,White
4180,4180,36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,USA,Hispanic
4181,4181,30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,Australia,Asian
4182,4182,50.0,Male,PhD,Data Scientist,23.0,225000.0,Australia,Australian
4183,4183,27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,UK,Mixed
4184,4184,,Female,Master's Degree,Human Resources Manager,14.0,146000.0,UK,White
4185,4185,37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,USA,White
4186,4186,29.0,Female,High School,Junior Sales Associate,1.0,26000.0,UK,Welsh
4187,4187,44.0,Male,PhD,Data Scientist,17.0,168000.0,USA,White
4188,4188,30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,Australia,Asian
4189,4189,40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,UK,Welsh
4190,4190,33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,Australia,Asian
4191,4191,29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,China,Korean
4192,4192,,Male,PhD,Data Scientist,16.0,162000.0,Australia,Australian
4193,4193,34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,Australia,Asian
4194,4194,,Male,High School,Junior Sales Associate,1.0,26000.0,USA,Hispanic
4195,4195,36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,Australia,Asian
4196,4196,30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,USA,White
4197,4197,50.0,Male,PhD,Data Scientist,23.0,225000.0,Australia,Australian
4198,4198,27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,Australia,Asian
4199,4199,43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,Australia,White
4200,4200,37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,Australia,Asian
4201,4201,29.0,Female,High School,Junior Sales Associate,1.0,26000.0,China,Chinese
4202,4202,44.0,Male,PhD,Data Scientist,17.0,168000.0,UK,Asian
4203,4203,30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,USA,White
4204,4204,40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,UK,Asian
4205,4205,33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,UK,Asian
4206,4206,29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,China,Chinese
4207,4207,43.0,Male,PhD,Data Scientist,16.0,162000.0,Canada,Asian
4208,4208,34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,China,White
4209,4209,23.0,Male,High School,Junior Sales Associate,1.0,26000.0,UK,Welsh
4210,4210,36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,Canada,Asian
4211,4211,,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,China,White
4212,4212,50.0,Male,PhD,Data Scientist,23.0,225000.0,Australia,White
4213,4213,27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,Australia,Australian
4214,4214,43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,USA,African American
4215,4215,37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,China,White
4216,4216,29.0,Female,High School,Junior Sales Associate,1.0,26000.0,Canada,White
4217,4217,44.0,Male,PhD,Data Scientist,17.0,168000.0,Canada,Black
4218,4218,30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,UK,White
4219,4219,40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,UK,Mixed
4220,4220,33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,China,Chinese
4221,4221,,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,Canada,Asian
4222,4222,43.0,Male,PhD,Data Scientist,16.0,162000.0,China,White
4223,4223,34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,UK,Asian
4224,4224,,Male,High School,Junior Sales Associate,1.0,26000.0,USA,Hispanic
4225,4225,36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,Canada,Asian
4226,4226,30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,Canada,Black
4227,4227,50.0,Male,PhD,Data Scientist,23.0,225000.0,UK,White
4228,4228,27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,Australia,White
4229,4229,43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,Canada,White
4230,4230,37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,Canada,Black
4231,4231,29.0,Female,High School,Junior Sales Associate,1.0,26000.0,UK,Welsh
4232,4232,44.0,Male,PhD,Data Scientist,17.0,168000.0,Canada,White
